emp_no,salary,from_date,to_date
49679,40000,1995-04-10,1996-04-09
49683,40000,1992-11-08,1993-11-08
49684,40000,1996-08-17,1997-08-17
49690,40000,1996-02-02,1997-02-01
49693,40000,1986-08-05,1987-08-05
49699,40000,1989-02-07,1990-02-07
49701,40000,1994-10-12,1995-10-12
49702,40000,1986-10-22,1987-10-22
49708,40000,1995-09-11,1996-09-10
49710,40000,1999-02-17,2000-02-17
49713,40000,1989-03-21,1990-03-21
49718,40000,1993-11-01,1994-11-01
49720,40000,1995-06-25,1996-06-24
49723,40000,1996-03-26,1997-03-26
49727,40000,1994-10-25,1995-10-25
49738,40000,1991-03-09,1992-03-08
49739,40000,1990-01-12,1991-01-12
49742,40000,1999-06-20,2000-06-19
49747,40000,1990-08-30,1991-08-30
49749,40000,1989-11-22,1990-11-22
49756,40000,1991-12-18,1992-04-02
49759,40000,1995-07-25,1996-07-24
49769,40000,1986-07-05,1987-04-26
49770,40000,1992-09-26,1993-09-26
49770,39704,1993-09-26,1994-09-26
49772,40000,1987-02-13,1988-02-13
49772,39957,1988-02-13,1989-02-12
49774,40000,1987-11-07,1988-11-06
49775,40000,1990-09-13,1991-09-13
49776,40000,1985-09-09,1986-09-09
49780,40000,1988-02-16,1989-02-15
49783,40000,1991-10-16,1992-10-15
49786,40000,1998-03-12,1999-03-12
49791,40000,1988-03-18,1989-03-18
49792,40000,1995-12-24,1996-12-23
49792,39779,1996-12-23,1997-12-23
49793,40000,1986-09-26,1987-09-26
49797,40000,1989-08-29,1990-08-29
49798,40000,1989-09-07,1990-09-07
49800,40000,1991-10-28,1992-10-27
49801,40000,1995-05-13,1996-05-12
49802,40000,1992-02-17,1993-02-16
49812,40000,1992-12-16,1993-12-16
49814,40000,1999-05-04,2000-05-03
49819,40000,1992-10-06,1993-10-06
49820,40000,1988-04-29,1989-04-29
49824,40000,1990-12-25,1991-12-25
49828,39958,1999-10-07,2000-10-06
49831,40000,1991-07-30,1992-07-29
49832,40000,1985-02-13,1986-02-13
49833,40000,1986-05-14,1987-05-14
49835,40000,1999-02-16,2000-02-16
49835,39771,2000-02-16,2001-02-15
49835,39719,2001-02-15,2002-02-15
49837,40000,1998-01-10,1999-01-10
49844,40000,1991-12-08,1992-12-07
49850,40000,1990-12-30,1991-12-30
49855,40000,1993-12-09,1994-12-09
49855,39805,1994-12-09,1995-12-09
49862,40000,1997-04-17,1998-04-17
49865,40000,1988-11-24,1989-11-24
49869,40000,1992-01-25,1993-01-24
49874,40000,2000-01-25,2000-08-04
49875,40000,1992-05-20,1993-05-20
49878,40000,1990-03-19,1991-03-19
49878,39613,1991-03-19,1992-03-18
49886,40000,1998-10-29,1999-10-29
49892,40000,1987-04-03,1988-04-02
49894,40000,1997-11-12,1998-11-12
49895,40000,1996-10-03,1997-10-03
49900,40000,1993-03-07,1994-03-07
49905,40000,1985-09-11,1986-09-11
49909,40000,1996-10-17,1997-10-17
49909,39984,1997-10-17,1998-10-17
49911,40000,1990-04-19,1991-04-19
49913,40000,1990-04-27,1991-04-27
49915,40000,1990-06-01,1991-06-01
49915,39565,1991-06-01,1992-05-31
49918,40000,1985-07-25,1986-07-25
49919,40000,1991-07-06,1992-07-05
49921,40000,1990-01-10,1991-01-10
49924,40000,1997-06-22,1998-06-22
49926,40000,1992-04-11,1993-04-11
49926,39755,1993-04-11,1994-04-11
49929,40000,1989-05-13,1990-05-13
49934,40000,1991-07-30,1992-07-29
49943,40000,1989-12-30,1990-12-30
49945,40000,1986-04-12,1987-04-12
49945,39802,1987-04-12,1988-04-11
49946,40000,1992-03-27,1993-03-27
49947,40000,1999-06-23,2000-06-22
49947,39766,2000-06-22,2001-06-22
49949,40000,1991-06-03,1992-06-02
49953,40000,1998-04-11,1999-04-11
49960,40000,1989-07-14,1990-07-14
49963,40000,1992-10-18,1993-10-18
49968,40000,1998-10-31,1999-10-31
49968,39567,1999-10-31,2000-05-12
49972,40000,1993-01-25,1994-01-25
49977,40000,1986-03-11,1987-03-11
49984,40000,1993-04-26,1994-04-26
49987,40000,1986-12-07,1987-12-07
49991,40000,1992-11-06,1993-11-06
49991,39621,1993-11-06,1994-11-06
49993,40000,1995-04-25,1996-04-24
49996,40000,1987-01-05,1988-01-05
49999,40000,1990-10-17,1991-10-17
50000,40000,1994-02-20,1995-02-20
50007,40000,1985-04-21,1986-04-21
50018,40000,1998-08-31,1999-08-31
50020,40000,1990-10-01,1991-10-01
50021,40000,1998-07-10,1999-07-10
50027,40000,1990-11-29,1991-11-29
50029,40000,1996-02-26,1997-02-25
50029,39889,1997-02-25,1998-02-25
50034,40000,1987-02-12,1988-02-12
50040,40000,1987-02-24,1988-02-24
50043,40000,1999-08-20,2000-08-19
50050,40000,1996-08-12,1997-08-12
50055,40000,1995-11-13,1996-11-12
50058,40000,1994-02-27,1995-02-27
50059,40000,1997-10-29,1998-10-29
50062,40000,1998-07-31,1999-07-31
50064,40000,1992-03-24,1993-03-24
50068,40000,1989-03-13,1990-03-13
50075,40000,1993-01-02,1994-01-02
50075,39948,1994-01-02,1995-01-02
50075,39895,1995-01-02,1996-01-02
50079,40000,1993-07-27,1994-07-27
50081,40000,1995-06-13,1996-06-12
50084,40000,1998-09-28,1999-09-28
50087,40000,1991-08-08,1992-08-07
50088,40000,1995-03-01,1996-02-29
50092,40000,1985-06-09,1986-06-09
50097,40000,1998-04-18,1999-04-18
50100,40000,1989-12-30,1990-12-30
50102,40000,1999-10-21,2000-10-20
50108,40000,1997-03-04,1998-03-04
50111,40000,1992-01-23,1993-01-22
50113,40000,1999-05-04,2000-05-03
50118,40000,1986-04-27,1987-04-27
50119,40000,1999-10-22,1999-11-18
50124,40000,1992-10-25,1993-10-25
50126,40000,1993-01-09,1994-01-09
50132,40000,1989-09-11,1990-09-11
50132,39630,1990-09-11,1991-09-11
50133,40000,1988-02-08,1989-02-07
50134,40000,1990-02-05,1991-02-05
50136,40000,1987-04-16,1988-04-15
50137,40000,1985-02-16,1986-02-16
50138,40000,1988-12-03,1989-12-03
50142,40000,1988-08-22,1989-08-22
50144,40000,1993-12-06,1994-12-06
50145,40000,1987-01-08,1988-01-08
50148,40000,1993-08-08,1994-08-08
50151,40000,1998-07-19,1999-07-19
50156,40000,1999-06-17,2000-06-16
50160,40000,1997-04-03,1998-04-03
50163,40000,1988-01-28,1989-01-27
50163,39613,1989-01-27,1990-01-27
50170,40000,1992-06-07,1993-06-07
50175,40000,1989-08-03,1990-08-03
50178,40000,1999-04-16,2000-04-15
50180,40000,1991-01-26,1992-01-26
50180,39624,1992-01-26,1993-01-25
50181,40000,1994-12-03,1995-12-03
50182,40000,1988-09-03,1989-09-03
50183,40000,1991-04-28,1992-04-27
50185,40000,1998-06-24,1999-06-24
50186,40000,1989-12-02,1990-12-02
50188,40000,1992-07-20,1993-07-20
50190,40000,1997-12-21,1998-12-21
50191,40000,1996-05-15,1997-05-15
50192,40000,1988-01-06,1989-01-05
50193,40000,1987-11-20,1988-11-19
50194,40000,1993-11-25,1994-11-25
50199,40000,1986-08-19,1987-08-19
50202,40000,1987-06-27,1988-06-26
50206,40000,1990-06-09,1991-06-09
50211,40000,1998-08-28,1999-06-12
50212,40000,1992-07-03,1993-07-03
50212,39598,1993-07-03,1994-07-03
50217,40000,1995-04-30,1996-04-29
50222,40000,1990-10-23,1991-10-23
50222,39652,1991-10-23,1992-10-22
50224,40000,1992-12-07,1993-12-07
50226,40000,1995-08-19,1996-08-18
50230,40000,1995-02-17,1996-02-17
50232,40000,1996-04-14,1996-12-08
50234,40000,1985-12-14,1986-12-14
50236,40000,1993-04-16,1994-04-16
50237,40000,1999-02-04,2000-02-04
50238,40000,1986-11-22,1987-11-22
50246,40000,1989-01-19,1990-01-19
50256,40000,1997-12-03,1998-12-03
50259,40000,1999-04-04,2000-04-03
50260,40000,1997-10-19,1998-10-19
50261,40000,1995-04-06,1996-04-04
50261,39577,1996-04-04,1997-04-04
50284,40000,1988-12-12,1989-12-12
50287,40000,1991-10-21,1992-10-20
50292,40000,1989-02-27,1990-02-27
50292,39748,1991-02-27,1992-02-27
50293,40000,1996-10-08,1997-10-08
50300,40000,1998-09-11,1999-09-11
50309,40000,1990-07-06,1991-07-06
50310,40000,1993-04-09,1994-04-09
50311,40000,1996-10-06,1997-10-06
50313,40000,1991-06-09,1992-06-08
50314,40000,1989-12-27,1990-12-27
50316,40000,1997-05-24,1997-09-19
50320,40000,1992-03-13,1993-03-13
50322,40000,1988-03-04,1989-03-04
50324,40000,2000-01-24,2001-01-23
50328,40000,1988-06-15,1989-06-15
50329,40000,1994-12-17,1995-12-17
50333,40000,1999-09-06,2000-09-05
50334,40000,1992-07-12,1993-07-12
50335,40000,1998-05-19,1999-05-19
50340,40000,1991-08-01,1992-07-31
50347,40000,1995-03-23,1996-03-22
50349,40000,1995-03-29,1996-03-28
50355,40000,1989-06-19,1990-06-19
50357,40000,1996-01-11,1997-01-10
50367,40000,1989-07-12,1990-07-12
50370,40000,1992-10-13,1993-10-13
50370,39522,1993-10-13,1994-10-13
50373,40000,1999-07-16,1999-10-03
50376,40000,1986-04-05,1987-04-05
50381,40000,1986-04-25,1987-04-25
50381,39531,1987-04-25,1988-04-24
50381,39128,1988-04-24,1989-04-24
50384,40000,1991-05-17,1992-05-16
50385,40000,1989-01-25,1990-01-25
50386,40000,1988-08-17,1989-08-17
50387,40000,1996-08-30,1997-08-30
50394,40000,1997-10-30,1998-10-30
50395,40000,1998-01-14,1999-01-14
50402,40000,1990-02-23,1991-02-23
50406,40000,1997-08-23,1998-08-23
50408,40000,1985-10-26,1986-10-26
50411,40000,1998-05-17,1999-05-17
50414,40000,1992-01-25,1993-01-24
50418,40000,1992-04-28,1993-04-28
50419,40000,1993-09-23,1994-09-23
50419,39547,1994-09-23,1995-09-23
50419,39230,1995-09-23,1996-09-22
50419,38850,1996-09-22,1997-09-22
50422,40000,1999-02-05,2000-02-05
50423,40000,1986-05-15,1987-05-15
50427,40000,1989-02-09,1990-02-09
50428,40000,1996-12-24,1997-12-24
50435,40000,1987-09-25,1988-09-24
50436,40000,1994-05-17,1995-05-17
50437,40000,1989-08-12,1990-08-12
50438,40000,1995-07-12,1996-07-11
50445,40000,1988-03-20,1989-03-20
50447,40000,1996-07-22,1997-07-22
50454,40000,1996-11-01,1997-11-01
50459,40000,1994-05-30,1995-05-30
50459,39959,1995-05-30,1996-05-29
50461,40000,1998-03-03,1999-03-03
50463,40000,1985-09-14,1986-09-14
50466,40000,1986-07-29,1987-07-29
50466,39733,1987-07-29,1988-07-28
50467,40000,1996-02-14,1997-02-13
50468,40000,1999-10-23,2000-10-22
50469,40000,1986-10-30,1987-10-30
50472,40000,1999-03-24,2000-03-23
50473,40000,1992-04-03,1993-04-03
50473,39641,1993-04-03,1994-04-03
50474,40000,1989-01-21,1990-01-21
50476,40000,1989-03-01,1990-03-01
50477,40000,1990-05-05,1991-05-05
50481,40000,1985-04-03,1986-04-03
50482,40000,1996-12-10,1997-12-10
50486,40000,1991-05-27,1992-05-26
50487,40000,1999-08-08,2000-08-07
50489,40000,1998-05-06,1999-05-06
50491,40000,1999-04-03,2000-04-02
50492,40000,1996-05-19,1997-05-19
50495,40000,1999-06-19,2000-06-18
50495,39859,2000-06-18,2001-06-18
50496,40000,1990-08-07,1991-08-07
50496,39633,1991-08-07,1992-08-06
50496,39873,1992-08-06,1993-08-06
50501,40000,1998-06-23,1999-06-23
50502,40000,1990-11-28,1991-11-28
50505,40000,1989-02-04,1990-02-04
50506,40000,1987-08-26,1988-08-25
50507,40000,1988-10-21,1989-10-21
50508,40000,1990-05-09,1991-05-09
50512,40000,1994-07-01,1995-07-01
50515,40000,1998-08-11,1999-08-11
50516,40000,1992-10-01,1993-10-01
50518,40000,1990-08-02,1991-08-02
50523,40000,1987-01-20,1988-01-20
50524,40000,1999-04-08,2000-04-07
50525,40000,1990-03-31,1991-03-31
50530,40000,1988-09-16,1989-09-16
50533,40000,1999-02-27,2000-02-27
50534,40000,1995-02-25,1996-02-25
50536,40000,1998-10-01,1999-10-01
50543,40000,1999-03-30,2000-03-29
50550,40000,1994-12-04,1995-12-04
50555,40000,1995-01-04,1996-01-04
50559,40000,1997-04-25,1998-04-25
50561,40000,1997-03-26,1998-03-26
50561,39673,1998-03-26,1999-03-26
50562,40000,1999-03-18,2000-03-17
50563,40000,1995-10-10,1996-10-09
50564,40000,1999-03-06,2000-03-05
50565,40000,1999-02-15,2000-02-15
50567,40000,1994-08-22,1995-08-22
50572,40000,1991-10-30,1992-10-29
50573,40000,1994-08-21,1995-08-21
50573,39726,1995-08-21,1996-08-20
50573,39826,1996-08-20,1997-08-20
50573,39854,1997-08-20,1998-08-20
50577,40000,1996-08-19,1997-08-19
50579,40000,1990-08-12,1991-08-12
50580,40000,1997-02-08,1998-02-08
50580,39587,1998-02-08,1999-02-08
50580,39984,1999-02-08,2000-02-08
50581,40000,1996-11-21,1997-11-21
50584,40000,1999-04-27,2000-04-26
50586,40000,1990-12-05,1991-12-05
50590,40000,1993-06-13,1994-06-13
50592,40000,1991-11-16,1992-11-15
50593,40000,1985-03-15,1986-03-15
50595,40000,1992-10-29,1993-10-29
50600,40000,1991-01-29,1992-01-29
50602,40000,1992-06-12,1993-06-12
50604,40000,1994-04-25,1995-04-25
50607,40000,1991-04-12,1992-04-11
50609,40000,1994-04-15,1995-04-15
50611,40000,1994-11-10,1995-11-10
50616,40000,1997-11-15,1998-11-15
50620,40000,1997-05-24,1998-05-24
50623,40000,1988-03-04,1989-03-04
50626,40000,1997-06-30,1998-06-30
50629,40000,1994-12-13,1995-12-13
50631,40000,1990-06-18,1991-06-18
50631,39858,1991-06-18,1992-06-17
50633,40000,1994-06-05,1995-06-05
50633,39922,1995-06-05,1996-06-04
50633,39503,1996-06-04,1997-06-04
50637,40000,1999-11-11,2000-11-10
50639,40000,1986-12-30,1987-12-30
50642,40000,1998-07-01,1999-07-01
50643,40000,1991-02-09,1992-02-09
50648,40000,1997-04-29,1998-04-29
50655,40000,1998-06-27,1999-06-27
50657,40000,1989-08-25,1990-08-25
50658,40000,1998-08-13,1999-08-13
50658,39501,1999-08-13,2000-08-12
50659,40000,1996-07-27,1997-07-27
50667,40000,1999-02-08,1999-04-26
50672,40000,1988-11-11,1989-11-11
50672,39760,1990-11-11,1991-11-11
50679,40000,1996-01-21,1997-01-20
50681,40000,1985-04-06,1986-04-06
50685,40000,1989-02-17,1990-02-17
50686,40000,1988-06-03,1989-06-03
50687,40000,1990-06-08,1991-06-08
50689,40000,1993-09-12,1994-09-12
50690,40000,1996-02-26,1997-02-25
50691,40000,1993-04-29,1994-04-29
50692,40000,1993-02-05,1994-02-05
50693,40000,1994-11-28,1995-11-28
50697,40000,1989-11-22,1990-11-22
50709,40000,1990-08-04,1991-08-04
50712,40000,1989-08-06,1990-08-06
50714,40000,1989-05-25,1990-05-25
50714,39785,1990-05-25,1991-05-25
50715,40000,1997-04-09,1998-04-09
50717,40000,1998-09-16,1999-09-16
50726,40000,1995-05-21,1996-05-20
50731,40000,1987-08-09,1988-08-08
50731,39954,1988-08-08,1989-08-08
50733,40000,1986-06-26,1987-06-26
50736,40000,1986-04-21,1987-04-21
50741,40000,1985-11-12,1986-11-12
50742,40000,1990-06-07,1990-12-17
50750,40000,1995-10-11,1996-10-10
50753,40000,1986-07-25,1987-07-25
50754,40000,1985-10-09,1986-10-09
50754,39631,1986-10-09,1987-10-09
50757,40000,1988-09-01,1989-09-01
50761,40000,1989-11-09,1990-11-09
50763,40000,1999-02-04,2000-02-04
50774,40000,1986-03-19,1987-03-19
50775,40000,1991-10-25,1992-10-24
50781,40000,1992-12-16,1993-12-16
50781,39651,1993-12-16,1994-12-16
50788,40000,1996-03-18,1997-03-18
50793,40000,1999-12-07,2000-12-06
50798,40000,1998-10-11,1999-10-11
50799,40000,1993-01-24,1994-01-24
50799,39844,1995-01-24,1996-01-24
50802,40000,1997-01-15,1998-01-15
50806,40000,1996-03-01,1997-03-01
50808,40000,1994-10-06,1995-10-06
50809,40000,1991-04-17,1992-04-16
50812,40000,1996-12-25,1997-12-25
50822,40000,1988-09-30,1989-09-30
50823,40000,1997-08-24,1998-08-24
50824,40000,1988-06-20,1989-06-20
50827,40000,1999-05-18,2000-05-17
50828,40000,1988-01-02,1989-01-01
50842,40000,1998-02-02,1999-02-02
50845,40000,1996-03-21,1997-03-21
50845,39511,1997-03-21,1998-03-21
50845,39855,1998-03-21,1999-03-21
50849,40000,1994-10-09,1995-10-09
50851,40000,1988-12-07,1989-12-07
50854,40000,1996-01-07,1997-01-06
50855,40000,1987-10-03,1988-10-02
50855,39862,1988-10-02,1989-10-02
50856,40000,1987-03-21,1988-03-20
50856,39707,1988-03-20,1989-03-20
50856,39515,1989-03-20,1990-03-20
50862,40000,1990-02-01,1991-02-01
50863,40000,1998-05-29,1999-05-29
50865,40000,1987-06-06,1988-06-05
50872,40000,1993-10-31,1994-10-30
50876,40000,1997-02-23,1998-02-23
50880,40000,1997-05-14,1998-05-14
50885,40000,1985-10-21,1986-10-21
50890,40000,1986-08-07,1987-08-07
50891,40000,1986-07-30,1987-07-30
50891,39701,1987-07-30,1988-07-29
50891,39519,1988-07-29,1989-07-29
50894,40000,1996-10-31,1997-10-31
50895,40000,1992-07-06,1993-07-06
50897,40000,1988-12-26,1989-12-26
50901,40000,1998-11-09,1999-11-09
50910,40000,1986-04-19,1987-04-19
50921,40000,1986-01-02,1987-01-02
50928,40000,1991-06-23,1992-06-22
50929,40000,1987-09-10,1988-09-09
50933,40000,1986-05-06,1987-05-06
50934,40000,1997-07-28,1998-07-28
50938,40000,1988-11-21,1989-11-21
50943,40000,1996-04-08,1997-04-08
50951,40000,1997-12-08,1998-12-08
50964,40000,1988-01-17,1989-01-16
50965,40000,1986-05-30,1987-05-30
50966,40000,1985-10-30,1986-10-30
50967,40000,1990-04-20,1991-04-20
50971,40000,1996-03-27,1997-03-27
50981,40000,1991-11-04,1992-11-03
50982,40000,1991-07-06,1992-07-05
50990,40000,1996-10-24,1997-10-24
50992,40000,1993-04-11,1994-04-11
50997,40000,1985-12-25,1986-12-25
51006,40000,1991-07-04,1992-07-03
51007,40000,1993-06-26,1994-06-26
51011,40000,1986-09-09,1987-09-09
51016,40000,1999-06-20,2000-06-19
51017,40000,1985-08-24,1986-08-24
51018,40000,1998-04-13,1999-04-13
51025,40000,1992-10-04,1993-10-04
51028,40000,1997-09-08,1998-09-08
51030,40000,1997-09-01,1998-09-01
51035,40000,1998-01-11,1999-01-11
51035,39527,1999-01-11,2000-01-11
51039,40000,1996-12-20,1997-12-20
51052,40000,1994-12-28,1995-12-28
51053,40000,1997-05-31,1998-05-31
51054,40000,1994-12-18,1995-12-18
51054,39696,1995-12-18,1996-12-17
51056,40000,1988-02-11,1989-02-10
51070,40000,2000-01-20,2001-01-19
51078,40000,1993-07-02,1994-07-02
51078,39645,1994-07-02,1995-07-02
51079,40000,1993-07-25,1994-07-25
51080,40000,1999-04-29,2000-04-28
51083,40000,1997-07-25,1998-07-25
51084,40000,1986-10-02,1987-10-02
51085,40000,1990-11-14,1991-11-14
51094,40000,1991-09-12,1992-09-11
51096,40000,1991-03-05,1992-03-04
51102,40000,1986-03-23,1987-03-23
51111,40000,1992-08-17,1993-08-17
51112,40000,1991-11-18,1992-11-17
51113,40000,1997-09-22,1998-09-22
51114,40000,1995-06-23,1996-06-22
51116,40000,1994-05-11,1995-05-11
51117,40000,1995-10-29,1996-10-27
51120,40000,1994-04-14,1995-04-14
51123,40000,1986-05-13,1987-05-13
51124,40000,1999-02-17,2000-02-17
51128,40000,1995-07-18,1996-07-17
51129,40000,1985-04-21,1986-04-21
51132,40000,1990-04-04,1991-04-03
51134,40000,1994-10-12,1995-10-12
51135,40000,1999-05-04,2000-05-03
51136,40000,1986-10-14,1987-10-14
51137,40000,1989-12-31,1990-12-31
51139,40000,1991-09-02,1992-09-01
51143,40000,1993-07-24,1994-07-24
51144,40000,1986-09-13,1987-09-13
51149,40000,1985-08-30,1986-08-30
51151,40000,1987-03-18,1988-03-17
51151,39796,1988-03-17,1989-03-17
51156,40000,1999-04-28,2000-04-27
51162,40000,1990-12-02,1991-12-02
51165,40000,1987-10-14,1988-10-13
51165,39500,1988-10-13,1989-10-13
51173,40000,1994-08-01,1995-08-01
51182,40000,1991-03-24,1992-03-23
51185,40000,1985-04-29,1986-04-29
51187,40000,1993-03-06,1994-03-06
51187,39514,1994-03-06,1995-03-06
51189,40000,1989-10-26,1990-10-26
51195,40000,1986-06-17,1987-05-21
51199,40000,1993-10-11,1994-10-11
51204,40000,1995-10-23,1996-10-22
51205,40000,1996-06-25,1997-06-25
51211,40000,1991-05-24,1992-05-23
51212,40000,1986-10-31,1987-10-31
51216,40000,1990-08-27,1991-08-27
51217,40000,1986-05-21,1987-05-21
51218,40000,1996-10-01,1997-10-01
51227,40000,1999-08-01,2000-07-31
51230,40000,1990-03-01,1991-03-01
51240,40000,1999-04-01,2000-03-31
51252,40000,1992-08-16,1993-08-16
51252,39729,1993-08-16,1994-08-16
51257,40000,1987-04-20,1988-04-19
51257,39584,1988-04-19,1989-04-19
51265,40000,1999-11-27,2000-01-12
51266,40000,1995-10-08,1996-10-07
51271,40000,1994-08-23,1995-08-23
51275,40000,1989-05-25,1990-05-25
51275,39698,1990-05-25,1991-05-25
51275,39251,1991-05-25,1992-05-24
51276,40000,1999-02-12,2000-02-12
51277,40000,1998-04-26,1999-04-26
51279,40000,1999-06-10,2000-06-09
51279,39676,2000-06-09,2001-06-09
51280,40000,1989-02-20,1990-02-20
51280,39592,1990-02-20,1991-02-20
51285,40000,1987-03-10,1988-03-09
51288,40000,1997-08-24,1998-08-24
51290,40000,1990-08-29,1991-08-29
51291,40000,1998-04-07,1999-04-07
51292,40000,1994-09-10,1995-09-10
51292,39992,1995-09-10,1996-09-09
51293,40000,1988-05-23,1989-05-23
51295,40000,1985-08-31,1986-08-31
51304,40000,1996-01-28,1996-03-17
51305,40000,1992-09-12,1993-09-12
51305,39732,1993-09-12,1994-09-12
51306,40000,1997-02-11,1998-02-11
51309,40000,1998-05-15,1999-05-15
51310,40000,1992-07-19,1993-07-19
51315,40000,1997-05-03,1998-05-03
51317,40000,1986-07-12,1987-07-12
51319,40000,1987-07-05,1988-07-04
51325,40000,1998-03-24,1999-03-24
51337,40000,1989-04-03,1990-04-03
51338,40000,1992-10-13,1993-10-13
51341,40000,1996-05-09,1997-05-09
51343,40000,1992-11-16,1993-11-16
51343,39535,1993-11-16,1994-11-16
51343,39707,1994-11-16,1995-11-16
51346,40000,1997-11-26,1998-11-26
51347,40000,1986-10-02,1987-10-02
51356,40000,1989-01-28,1990-01-28
51359,40000,1985-09-02,1986-09-02
51360,40000,1993-07-31,1994-07-31
51370,40000,1998-01-22,1999-01-05
51372,40000,1986-10-21,1987-10-21
51373,40000,1987-11-16,1988-11-15
51374,40000,1991-12-06,1992-12-05
51375,40000,1998-05-05,1999-05-05
51376,40000,1997-02-12,1998-02-12
51379,40000,1987-12-30,1988-12-29
51379,39613,1988-12-29,1989-12-29
51386,40000,1985-12-16,1986-12-16
51387,40000,1985-03-31,1986-03-31
51390,40000,1991-08-25,1992-08-24
51392,40000,1992-12-13,1993-12-13
51397,40000,1998-02-01,1999-02-01
51397,39847,1999-02-01,2000-02-01
51398,40000,1997-01-07,1998-01-07
51402,40000,1988-05-18,1989-05-18
51403,40000,1997-02-16,1998-02-16
51404,40000,1986-03-16,1987-03-16
51406,40000,1986-06-14,1987-06-14
51408,40000,1995-11-21,1996-11-20
51416,40000,1999-10-14,2000-10-13
51419,40000,1993-11-16,1994-11-16
51422,40000,1993-09-28,1994-09-28
51429,40000,1996-03-19,1997-03-19
51432,40000,1997-12-02,1998-12-02
51432,39794,1998-12-02,1999-12-02
51435,40000,1996-10-18,1997-10-18
51435,39867,1997-10-18,1998-10-18
51435,39980,1999-10-18,2000-10-17
51439,40000,1995-05-14,1996-05-13
51440,40000,1987-12-01,1988-11-30
51444,40000,1987-03-05,1988-03-04
51446,40000,1987-09-23,1988-09-22
51449,40000,1991-10-26,1992-10-25
51450,40000,1989-07-29,1990-07-29
51452,40000,1991-09-01,1992-08-31
51454,40000,1985-02-02,1986-02-02
51463,40000,1994-08-07,1995-08-07
51464,40000,1994-04-18,1995-04-18
51466,40000,1986-12-10,1987-12-10
51468,40000,1999-12-15,2000-12-14
51469,40000,1991-02-08,1992-02-08
51470,40000,1991-05-08,1992-05-07
51472,40000,1995-04-01,1996-03-31
51474,40000,1996-10-20,1997-10-20
51479,40000,1987-09-05,1988-09-04
51480,40000,1991-03-19,1992-03-18
51486,40000,1989-07-20,1990-07-20
51488,40000,1994-04-11,1995-04-11
51489,40000,1992-08-01,1993-08-01
51492,40000,1993-09-30,1994-09-30
51494,40000,1997-01-15,1998-01-15
51496,40000,1989-01-24,1990-01-24
51499,40000,1995-02-02,1996-02-02
51501,40000,1997-12-19,1998-12-19
51503,40000,1992-04-29,1993-04-29
51512,40000,1986-05-25,1987-05-25
51514,40000,1998-04-14,1999-04-14
51515,40000,1999-12-16,2000-12-15
51516,40000,1996-11-25,1997-11-25
51517,40000,1991-06-17,1992-06-16
51518,40000,1987-04-06,1988-04-05
51518,39800,1988-04-05,1989-04-05
51533,40000,1993-07-03,1994-07-03
51539,40000,1989-01-21,1990-01-21
51541,40000,1996-07-10,1997-07-10
51543,40000,1994-08-18,1995-08-18
51544,40000,1987-06-29,1988-06-28
51546,40000,1998-10-27,1999-10-27
51547,40000,1998-11-01,1999-11-01
51548,40000,1996-06-02,1997-06-02
51549,40000,1999-01-21,2000-01-21
51557,40000,1987-11-05,1988-11-04
51559,40000,1989-07-02,1990-07-02
51561,40000,1988-11-04,1989-11-04
51563,40000,1998-06-08,1999-06-08
51565,40000,1993-10-07,1994-10-07
51568,40000,1991-10-18,1992-10-17
51568,39591,1992-10-17,1993-10-17
51569,39926,1987-06-16,1988-06-15
51575,40000,1989-12-06,1990-12-06
51576,40000,2000-01-04,2001-01-03
51578,40000,1992-04-03,1993-04-03
51580,40000,1986-04-17,1987-04-17
51582,40000,1994-03-15,1995-03-15
51588,40000,1988-03-16,1989-03-16
51589,40000,1989-07-27,1990-07-27
51592,40000,1998-11-29,1999-11-29
51593,40000,1999-12-27,2000-12-26
51596,40000,1996-06-24,1997-05-03
51603,40000,1991-02-16,1992-02-16
51603,39928,1992-02-16,1993-02-15
51611,40000,1987-12-02,1988-12-01
51613,40000,1986-01-21,1987-01-21
51618,40000,1994-08-26,1995-08-26
51620,40000,1991-03-05,1992-03-04
51621,40000,1995-08-18,1996-08-17
51623,40000,1999-12-11,2000-12-10
51625,40000,1985-08-19,1986-08-19
51634,40000,1996-01-21,1997-01-20
51636,40000,1993-07-31,1994-07-31
51641,40000,1987-10-17,1988-10-16
51646,40000,1986-05-08,1987-05-08
51647,40000,1992-05-16,1993-05-16
51648,40000,1999-05-05,2000-05-04
51650,40000,1985-09-26,1986-09-26
51652,40000,1993-09-04,1994-09-04
51653,40000,2000-01-15,2001-01-14
51653,39986,2001-01-14,2001-10-08
51660,40000,1988-02-04,1989-02-03
51667,40000,1988-02-28,1989-02-27
51669,40000,1989-06-22,1990-06-22
51672,40000,1988-03-13,1989-03-13
51675,40000,1995-02-23,1996-02-23
51681,40000,1985-06-14,1986-06-14
51682,40000,1986-07-27,1987-07-27
51683,40000,1995-11-16,1996-11-15
51686,40000,1986-07-20,1987-07-20
51693,40000,1988-10-24,1989-10-24
51695,40000,1995-05-26,1996-05-25
51701,40000,1997-09-24,1998-09-24
51702,40000,1995-07-05,1996-07-04
51703,40000,1993-03-04,1993-06-05
51704,40000,1986-04-23,1987-04-23
51709,40000,1993-08-18,1994-08-18
51714,40000,1994-10-23,1995-10-23
